pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtoday,ratetotal
46,Manitoba,Manitoba,2020-05-26,281,11,7,292,0,21.32
35,Ontario,Ontario,2020-05-26,26191,0,2123,26191,287,179.8
24,Quebec,Québec,2020-05-26,48598,0,4139,48598,614,572.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-26,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-26,122,0,0,122,1,15.7
12,Nova Scotia,Nouvelle-Écosse,2020-05-26,1052,0,59,1052,1,108.3
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-26,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-26,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-26,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-26,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-26,13,0,,13,0,
1,Canada,Canada,2020-05-26,86636,11,6639,86647,936,230.51
59,British Columbia,Colombie-Britannique,2020-05-27,2550,0,162,2550,9,50.28
48,Alberta,Alberta,2020-05-27,6926,0,141,6926,25,158.44
47,Saskatchewan,Saskatchewan,2020-05-27,637,0,10,637,3,54.24
46,Manitoba,Manitoba,2020-05-27,281,11,7,292,0,21.32
35,Ontario,Ontario,2020-05-27,26483,0,2155,26483,292,181.81
24,Quebec,Québec,2020-05-27,49139,0,4228,49139,541,579.13
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-27,260,0,3,260,0,49.85
13,New Brunswick,Nouveau-Brunswick,2020-05-27,123,0,0,123,1,15.83
12,Nova Scotia,Nouvelle-Écosse,2020-05-27,1053,0,59,1053,1,108.4
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-27,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-27,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-27,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-27,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-27,13,0,,13,0,
1,Canada,Canada,2020-05-27,87508,11,6765,87519,872,232.83
59,British Columbia,Colombie-Britannique,2020-05-28,2558,0,164,2558,8,50.44
48,Alberta,Alberta,2020-05-28,6955,0,143,6955,29,159.11
47,Saskatchewan,Saskatchewan,2020-05-28,639,0,10,639,2,54.41
46,Manitoba,Manitoba,2020-05-28,283,11,7,294,2,21.47
35,Ontario,Ontario,2020-05-28,26866,0,2189,26866,383,184.44
24,Quebec,Québec,2020-05-28,49702,0,4302,49702,563,585.77
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-28,261,0,3,261,1,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-28,126,0,0,126,3,16.22
12,Nova Scotia,Nouvelle-Écosse,2020-05-28,1055,0,59,1055,2,108.61
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-28,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-28,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-28,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-28,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-28,13,0,,13,0,
1,Canada,Canada,2020-05-28,88501,11,6877,88512,993,235.47
59,British Columbia,Colombie-Britannique,2020-05-29,2562,0,164,2562,4,50.52
48,Alberta,Alberta,2020-05-29,6979,0,143,6979,24,159.65
47,Saskatchewan,Saskatchewan,2020-05-29,641,0,10,641,2,54.58
46,Manitoba,Manitoba,2020-05-29,283,11,7,294,0,21.47
35,Ontario,Ontario,2020-05-29,27210,0,2230,27210,344,186.8
24,Quebec,Québec,2020-05-29,50232,0,4363,50232,530,592.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-29,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-29,128,0,0,128,2,16.48
12,Nova Scotia,Nouvelle-Écosse,2020-05-29,1055,0,59,1055,0,108.61
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-29,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-29,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-29,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-29,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-29,13,0,,13,0,
1,Canada,Canada,2020-05-29,89407,11,6979,89418,906,237.88
59,British Columbia,Colombie-Britannique,2020-05-30,2573,0,164,2573,11,50.74
48,Alberta,Alberta,2020-05-30,6992,0,143,6992,13,159.95
47,Saskatchewan,Saskatchewan,2020-05-30,645,0,10,645,4,54.92
46,Manitoba,Manitoba,2020-05-30,283,11,7,294,0,21.47
35,Ontario,Ontario,2020-05-30,27533,0,2247,27533,323,189.02
24,Quebec,Québec,2020-05-30,50651,0,4439,50651,419,596.95
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-30,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-30,129,0,0,129,1,16.61
12,Nova Scotia,Nouvelle-Écosse,2020-05-30,1056,0,60,1056,1,108.71
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-30,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-30,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-30,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-30,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-30,13,0,,13,0,
1,Canada,Canada,2020-05-30,90179,11,7073,90190,772,239.94
59,British Columbia,Colombie-Britannique,2020-05-31,2573,0,164,2573,0,50.74
48,Alberta,Alberta,2020-05-31,7010,0,143,7010,18,160.36
47,Saskatchewan,Saskatchewan,2020-05-31,646,0,11,646,1,55.0
46,Manitoba,Manitoba,2020-05-31,284,11,7,295,1,21.54
35,Ontario,Ontario,2020-05-31,27859,0,2266,27859,326,191.25
24,Quebec,Québec,2020-05-31,51059,0,4641,51059,408,601.76
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-05-31,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-05-31,132,0,0,132,3,16.99
12,Nova Scotia,Nouvelle-Écosse,2020-05-31,1056,0,60,1056,0,108.71
11,Prince Edward Island,Île-du-Prince-Édouard,2020-05-31,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-05-31,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-05-31,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-05-31,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-05-31,13,0,,13,0,
1,Canada,Canada,2020-05-31,90936,11,7295,90947,757,241.95
59,British Columbia,Colombie-Britannique,2020-06-01,2597,0,165,2597,24,51.21
48,Alberta,Alberta,2020-06-01,7044,0,143,7044,34,161.14
47,Saskatchewan,Saskatchewan,2020-06-01,646,0,11,646,0,55.0
46,Manitoba,Manitoba,2020-06-01,284,11,7,295,0,21.54
35,Ontario,Ontario,2020-06-01,28263,0,2276,28263,404,194.03
24,Quebec,Québec,2020-06-01,51354,0,4661,51354,295,605.24
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-01,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-01,132,0,0,132,0,16.99
12,Nova Scotia,Nouvelle-Écosse,2020-06-01,1057,0,60,1057,1,108.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-01,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-01,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-01,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-01,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-01,13,0,,13,0,
1,Canada,Canada,2020-06-01,91694,11,7326,91705,758,243.97
59,British Columbia,Colombie-Britannique,2020-06-02,2601,0,165,2601,4,51.29
48,Alberta,Alberta,2020-06-02,7057,0,143,7057,13,161.44
47,Saskatchewan,Saskatchewan,2020-06-02,646,0,11,646,0,55.0
46,Manitoba,Manitoba,2020-06-02,286,11,7,297,2,21.69
35,Ontario,Ontario,2020-06-02,28709,0,2293,28709,446,197.09
24,Quebec,Québec,2020-06-02,51593,0,4713,51593,239,608.05
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-02,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-02,133,0,0,133,1,17.12
12,Nova Scotia,Nouvelle-Écosse,2020-06-02,1057,0,60,1057,0,108.81
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-02,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-02,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-02,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-02,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-02,13,0,,13,0,
1,Canada,Canada,2020-06-02,92399,11,7395,92410,705,245.84
59,British Columbia,Colombie-Britannique,2020-06-03,2623,0,166,2623,22,51.72
48,Alberta,Alberta,2020-06-03,7076,0,145,7076,19,161.87
47,Saskatchewan,Saskatchewan,2020-06-03,647,0,11,647,1,55.09
46,Manitoba,Manitoba,2020-06-03,287,11,7,298,1,21.76
35,Ontario,Ontario,2020-06-03,29047,0,2312,29047,338,199.41
24,Quebec,Québec,2020-06-03,51884,0,4794,51884,291,611.48
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-03,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-03,135,0,0,135,2,17.38
12,Nova Scotia,Nouvelle-Écosse,2020-06-03,1058,0,60,1058,1,108.92
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-03,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-03,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-03,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-03,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-03,13,0,,13,0,
1,Canada,Canada,2020-06-03,93074,11,7498,93085,675,247.64
59,British Columbia,Colombie-Britannique,2020-06-04,2632,0,166,2632,9,51.9
48,Alberta,Alberta,2020-06-04,7091,0,146,7091,15,162.22
47,Saskatchewan,Saskatchewan,2020-06-04,648,0,11,648,1,55.17
46,Manitoba,Manitoba,2020-06-04,287,11,7,298,0,21.76
35,Ontario,Ontario,2020-06-04,29403,0,2357,29403,356,201.85
24,Quebec,Québec,2020-06-04,52143,0,4885,52143,259,614.53
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-04,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-04,136,0,1,136,1,17.51
12,Nova Scotia,Nouvelle-Écosse,2020-06-04,1058,0,61,1058,0,108.92
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-04,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-04,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-04,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-04,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-04,13,0,,13,0,
1,Canada,Canada,2020-06-04,93715,11,7637,93726,641,249.34
59,British Columbia,Colombie-Britannique,2020-06-05,2632,0,167,2632,0,51.9
48,Alberta,Alberta,2020-06-05,7098,0,146,7098,7,162.38
47,Saskatchewan,Saskatchewan,2020-06-05,649,0,11,649,1,55.26
46,Manitoba,Manitoba,2020-06-05,289,11,7,300,2,21.91
35,Ontario,Ontario,2020-06-05,29747,0,2372,29747,344,204.21
24,Quebec,Québec,2020-06-05,52398,0,4935,52398,255,617.54
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-05,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-05,136,0,1,136,0,17.51
12,Nova Scotia,Nouvelle-Écosse,2020-06-05,1058,0,61,1058,0,108.92
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-05,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-05,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-05,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-05,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-05,13,0,,13,0,
1,Canada,Canada,2020-06-05,94324,11,7703,94335,609,250.96
59,British Columbia,Colombie-Britannique,2020-06-06,2632,0,167,2632,0,51.9
48,Alberta,Alberta,2020-06-06,7138,0,146,7138,40,163.29
47,Saskatchewan,Saskatchewan,2020-06-06,650,0,11,650,1,55.34
46,Manitoba,Manitoba,2020-06-06,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-06,30202,0,2407,30202,455,207.34
24,Quebec,Québec,2020-06-06,52624,0,4970,52624,226,620.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-06,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-06,136,0,1,136,0,17.51
12,Nova Scotia,Nouvelle-Écosse,2020-06-06,1058,0,61,1058,0,108.92
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-06,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-06,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-06,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-06,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-06,13,0,,13,0,
1,Canada,Canada,2020-06-06,95046,11,7773,95057,722,252.88
59,British Columbia,Colombie-Britannique,2020-06-07,2632,0,167,2632,0,51.9
48,Alberta,Alberta,2020-06-07,7138,0,146,7138,0,163.29
47,Saskatchewan,Saskatchewan,2020-06-07,650,0,11,650,0,55.34
46,Manitoba,Manitoba,2020-06-07,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-07,30617,0,2426,30617,415,210.19
24,Quebec,Québec,2020-06-07,52849,0,4978,52849,225,622.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-07,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-07,137,0,1,137,1,17.64
12,Nova Scotia,Nouvelle-Écosse,2020-06-07,1059,0,61,1059,1,109.02
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-07,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-07,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-07,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-07,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-07,13,0,,13,0,
1,Canada,Canada,2020-06-07,95688,11,7800,95699,642,254.59
59,British Columbia,Colombie-Britannique,2020-06-08,2659,0,167,2659,27,52.43
48,Alberta,Alberta,2020-06-08,11067,0,149,7202,64,164.76
47,Saskatchewan,Saskatchewan,2020-06-08,654,0,13,654,4,55.69
46,Manitoba,Manitoba,2020-06-08,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-08,30860,0,2450,30860,243,211.86
24,Quebec,Québec,2020-06-08,53047,0,4984,53047,198,625.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-08,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-08,146,0,1,146,9,18.79
12,Nova Scotia,Nouvelle-Écosse,2020-06-08,1059,0,61,1059,0,109.02
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-08,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-08,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-08,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-08,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-08,13,0,,13,0,
1,Canada,Canada,2020-06-08,96233,11,7835,96244,545,256.04
59,British Columbia,Colombie-Britannique,2020-06-09,2669,0,167,2669,10,52.63
48,Alberta,Alberta,2020-06-09,7229,0,151,7229,27,165.37
47,Saskatchewan,Saskatchewan,2020-06-09,656,0,13,656,2,55.86
46,Manitoba,Manitoba,2020-06-09,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-09,31090,0,2464,31090,230,213.43
24,Quebec,Québec,2020-06-09,53185,0,5029,53185,138,626.81
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-09,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-09,147,0,1,147,1,18.92
12,Nova Scotia,Nouvelle-Écosse,2020-06-09,1060,0,62,1060,1,109.12
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-09,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-09,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-09,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-09,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-09,13,0,,13,0,
1,Canada,Canada,2020-06-09,96642,11,7897,96653,409,257.13
59,British Columbia,Colombie-Britannique,2020-06-10,2680,0,167,2680,11,52.85
48,Alberta,Alberta,2020-06-10,7276,0,151,7276,47,166.45
47,Saskatchewan,Saskatchewan,2020-06-10,658,0,13,658,2,56.03
46,Manitoba,Manitoba,2020-06-10,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-10,31341,0,2475,31341,251,215.16
24,Quebec,Québec,2020-06-10,53341,0,5081,53341,156,628.65
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-10,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-10,151,0,1,151,4,19.44
12,Nova Scotia,Nouvelle-Écosse,2020-06-10,1061,0,62,1061,1,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-10,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-10,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-10,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-10,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-10,13,0,,13,0,
1,Canada,Canada,2020-06-10,97114,11,7960,97125,472,258.38
59,British Columbia,Colombie-Britannique,2020-06-11,2694,0,167,2694,14,53.12
48,Alberta,Alberta,2020-06-11,7316,0,149,7316,40,167.36
47,Saskatchewan,Saskatchewan,2020-06-11,660,0,13,660,2,56.2
46,Manitoba,Manitoba,2020-06-11,289,11,7,300,0,21.91
35,Ontario,Ontario,2020-06-11,31544,0,2487,31544,203,216.55
24,Quebec,Québec,2020-06-11,53485,0,5105,53485,144,630.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-11,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-11,153,0,1,153,2,19.7
12,Nova Scotia,Nouvelle-Écosse,2020-06-11,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-11,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-11,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-11,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-11,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-11,13,0,,13,0,
1,Canada,Canada,2020-06-11,97519,11,7994,97530,405,259.46
59,British Columbia,Colombie-Britannique,2020-06-12,2709,0,168,2709,15,53.42
48,Alberta,Alberta,2020-06-12,7346,0,149,7346,30,168.05
47,Saskatchewan,Saskatchewan,2020-06-12,663,0,13,663,3,56.45
46,Manitoba,Manitoba,2020-06-12,290,11,7,301,1,21.98
35,Ontario,Ontario,2020-06-12,31726,0,2498,31726,182,217.8
24,Quebec,Québec,2020-06-12,53666,0,5148,53666,181,632.48
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-12,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-12,154,0,1,154,1,19.82
12,Nova Scotia,Nouvelle-Écosse,2020-06-12,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-12,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-12,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-12,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-12,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-12,13,0,,13,0,
1,Canada,Canada,2020-06-12,97932,11,8049,97943,413,260.56
59,British Columbia,Colombie-Britannique,2020-06-13,2709,0,168,2709,0,53.42
48,Alberta,Alberta,2020-06-13,7383,0,150,7383,37,168.9
47,Saskatchewan,Saskatchewan,2020-06-13,664,0,13,664,1,56.54
46,Manitoba,Manitoba,2020-06-13,292,11,7,303,2,22.13
35,Ontario,Ontario,2020-06-13,31992,0,2507,31992,266,219.63
24,Quebec,Québec,2020-06-13,53824,0,5195,53824,158,634.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-13,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-13,157,0,2,157,3,20.21
12,Nova Scotia,Nouvelle-Écosse,2020-06-13,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-13,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-13,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-13,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-13,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-13,13,0,,13,0,
1,Canada,Canada,2020-06-13,98399,11,8107,98410,467,261.8
59,British Columbia,Colombie-Britannique,2020-06-14,2709,0,168,2709,0,53.42
48,Alberta,Alberta,2020-06-14,7433,0,150,7433,50,170.04
47,Saskatchewan,Saskatchewan,2020-06-14,665,0,13,665,1,56.62
46,Manitoba,Manitoba,2020-06-14,293,11,7,304,1,22.2
35,Ontario,Ontario,2020-06-14,32189,0,2519,32189,197,220.98
24,Quebec,Québec,2020-06-14,53952,0,5222,53952,128,635.85
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-14,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-14,157,0,2,157,0,20.21
12,Nova Scotia,Nouvelle-Écosse,2020-06-14,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-14,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-14,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-14,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-14,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-14,13,0,,13,0,
1,Canada,Canada,2020-06-14,98776,11,8146,98787,377,262.81
59,British Columbia,Colombie-Britannique,2020-06-15,2745,0,168,2745,36,54.13
48,Alberta,Alberta,2020-06-15,7453,0,151,7453,20,170.5
47,Saskatchewan,Saskatchewan,2020-06-15,683,0,13,683,18,58.15
46,Manitoba,Manitoba,2020-06-15,293,11,7,304,0,22.2
35,Ontario,Ontario,2020-06-15,32370,0,2527,32370,181,222.22
24,Quebec,Québec,2020-06-15,54054,0,5242,54054,102,637.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-15,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-15,160,0,2,160,3,20.6
12,Nova Scotia,Nouvelle-Écosse,2020-06-15,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-15,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-15,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-15,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-15,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-15,13,0,,13,0,
1,Canada,Canada,2020-06-15,99136,11,8175,99147,360,263.76
59,British Columbia,Colombie-Britannique,2020-06-16,2756,0,168,2756,11,54.34
48,Alberta,Alberta,2020-06-16,7482,0,151,7482,29,171.16
47,Saskatchewan,Saskatchewan,2020-06-16,684,0,13,684,1,58.24
46,Manitoba,Manitoba,2020-06-16,293,11,7,304,0,22.2
35,Ontario,Ontario,2020-06-16,32554,0,2538,32554,184,223.48
24,Quebec,Québec,2020-06-16,54146,0,5269,54146,92,638.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-16,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-16,163,0,2,163,3,20.98
12,Nova Scotia,Nouvelle-Écosse,2020-06-16,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-16,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-16,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-16,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-16,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-16,13,0,,13,0,
1,Canada,Canada,2020-06-16,99456,11,8213,99467,320,264.62
59,British Columbia,Colombie-Britannique,2020-06-17,2775,0,168,2775,19,54.72
48,Alberta,Alberta,2020-06-17,7530,0,151,7530,48,172.26
47,Saskatchewan,Saskatchewan,2020-06-17,693,0,13,693,9,59.01
46,Manitoba,Manitoba,2020-06-17,295,11,7,306,2,22.34
35,Ontario,Ontario,2020-06-17,32744,0,2550,32744,190,224.79
24,Quebec,Québec,2020-06-17,54263,0,5298,54263,117,639.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-17,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-17,164,0,2,164,1,21.11
12,Nova Scotia,Nouvelle-Écosse,2020-06-17,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-17,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-17,11,0,0,11,0,26.93
61,Northwest Territories,Territoires du Nord-Ouest,2020-06-17,5,0,0,5,0,11.15
62,Nunavut,Nunavut,2020-06-17,0,0,0,0,0,0.0
99,Repatriated travellers,Voyageurs rapatriés,2020-06-17,13,0,,13,0,
1,Canada,Canada,2020-06-17,99842,11,8254,99853,386,265.64
59,British Columbia,Colombie-Britannique,2020-06-18,2783,0,168,2783,8,54.88
48,Alberta,Alberta,2020-06-18,7579,0,152,7579,49,173.38
47,Saskatchewan,Saskatchewan,2020-06-18,708,0,13,708,15,60.28
46,Manitoba,Manitoba,2020-06-18,297,11,7,308,2,22.49
35,Ontario,Ontario,2020-06-18,32917,0,2553,32917,173,225.98
24,Quebec,Québec,2020-06-18,54383,0,5340,54383,120,640.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-06-18,261,0,3,261,0,50.04
13,New Brunswick,Nouveau-Brunswick,2020-06-18,164,0,2,164,0,21.11
12,Nova Scotia,Nouvelle-Écosse,2020-06-18,1061,0,62,1061,0,109.22
11,Prince Edward Island,Île-du-Prince-Édouard,2020-06-18,27,0,0,27,0,17.2
60,Yukon,Yukon,2020-06-18,11,0,0,11,0,26.93
